1.016,1.013,0.764,0.788,0.86,0.922,0.943,0.955,0.963,0.942,0.951,0.925,0.932,0.954,0.974,0.981,1,1
1.016,1.013,0.764,0.788,0.86,0.922,0.943,0.955,0.963,0.942,0.951,0.925,0.932,0.954,0.974,0.981,1,1
1.016,1.013,0.764,0.788,0.86,0.922,0.943,0.955,0.963,0.942,0.951,0.925,0.932,0.954,0.974,0.981,1,1
1.08,1.051,0.894,0.899,0.913,0.934,0.952,0.969,0.968,0.962,0.948,0.935,0.923,0.924,0.936,0.949,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.965,0.963,0.884,0.906,0.975,0.948,0.912,0.888,0.895,0.856,0.892,0.858,0.838,0.861,0.726,0.753,1,1
0.969,0.974,0.68,0.74,0.835,0.897,0.914,0.925,0.936,0.949,0.943,0.922,0.93,0.946,0.946,0.945,1,1
0.991,0.983,0.898,0.909,0.947,0.995,0.997,0.991,0.976,0.988,0.995,1.011,1.016,1.006,1.018,1.077,1,1
0.991,0.983,0.898,0.909,0.947,0.995,0.997,0.991,0.976,0.988,0.995,1.011,1.016,1.006,1.018,1.077,1,1
1.01,1.003,0.933,0.935,0.99,1.001,0.997,1,1.001,1.001,1.014,1.016,1.029,1.036,1.037,1.037,1,1
0.998,0.992,0.559,0.635,0.761,0.896,0.925,0.942,0.949,0.955,0.934,0.93,0.964,1.01,1.003,0.995,1,1
0.998,0.992,0.559,0.635,0.761,0.896,0.925,0.942,0.949,0.955,0.934,0.93,0.964,1.01,1.003,0.995,1,1
0.998,0.992,0.559,0.635,0.761,0.896,0.925,0.942,0.949,0.955,0.934,0.93,0.964,1.01,1.003,0.995,1,1
1.031,1.023,0.662,0.748,0.961,1.034,1.034,1.032,1.046,0.987,1.008,0.931,0.954,0.982,1.075,1.072,1,1
1.031,1.023,0.662,0.748,0.961,1.034,1.034,1.032,1.046,0.987,1.008,0.931,0.954,0.982,1.075,1.072,1,1
1.031,1.023,0.662,0.748,0.961,1.034,1.034,1.032,1.046,0.987,1.008,0.931,0.954,0.982,1.075,1.072,1,1
1.031,1.023,0.662,0.748,0.961,1.034,1.034,1.032,1.046,0.987,1.008,0.931,0.954,0.982,1.075,1.072,1,1
1.031,1.023,0.662,0.748,0.961,1.034,1.034,1.032,1.046,0.987,1.008,0.931,0.954,0.982,1.075,1.072,1,1
1.025,0.994,0.643,0.689,0.788,0.835,0.848,0.87,0.883,0.888,0.909,0.869,0.872,0.891,0.89,0.886,1,1
1.022,1.034,0.096,0.111,0.24,0.624,0.897,0.782,0.671,0.397,0.498,0.42,0.43,0.424,0.616,0.845,1,1
1.022,1.034,0.096,0.111,0.24,0.624,0.897,0.782,0.671,0.397,0.498,0.42,0.43,0.424,0.616,0.845,1,1
1.022,1.034,0.096,0.111,0.24,0.624,0.897,0.782,0.671,0.397,0.498,0.42,0.43,0.424,0.616,0.845,1,1
1.022,1.034,0.096,0.111,0.24,0.624,0.897,0.782,0.671,0.397,0.498,0.42,0.43,0.424,0.616,0.845,1,1
1.054,1.072,0.949,0.937,0.985,1.025,1.016,1.015,1.052,1.032,1.017,1.042,1.029,1.041,1.054,1.055,1,1
1.054,1.072,0.949,0.937,0.985,1.025,1.016,1.015,1.052,1.032,1.017,1.042,1.029,1.041,1.054,1.055,1,1
1.054,1.072,0.949,0.937,0.985,1.025,1.016,1.015,1.052,1.032,1.017,1.042,1.029,1.041,1.054,1.055,1,1
0.961,0.958,0.913,0.918,0.922,0.923,0.922,0.933,0.948,0.948,0.947,0.951,0.958,0.961,0.971,0.975,1,1
1.01,1.011,0.987,0.983,0.982,0.989,0.991,0.993,0.993,0.99,0.994,1.002,0.994,0.994,0.994,0.993,1,1
1.01,1.011,0.987,0.983,0.982,0.989,0.991,0.993,0.993,0.99,0.994,1.002,0.994,0.994,0.994,0.993,1,1
1.01,1.011,0.987,0.983,0.982,0.989,0.991,0.993,0.993,0.99,0.994,1.002,0.994,0.994,0.994,0.993,1,1
1.01,1.011,0.987,0.983,0.982,0.989,0.991,0.993,0.993,0.99,0.994,1.002,0.994,0.994,0.994,0.993,1,1
1.01,1.011,0.987,0.983,0.982,0.989,0.991,0.993,0.993,0.99,0.994,1.002,0.994,0.994,0.994,0.993,1,1
1.038,1.04,0.859,0.848,0.911,0.946,0.949,0.986,0.997,0.993,1.018,0.988,1.005,1.036,1.025,1.024,1,1
1.038,1.04,0.859,0.848,0.911,0.946,0.949,0.986,0.997,0.993,1.018,0.988,1.005,1.036,1.025,1.024,1,1
1.038,1.04,0.859,0.848,0.911,0.946,0.949,0.986,0.997,0.993,1.018,0.988,1.005,1.036,1.025,1.024,1,1
1.038,1.04,0.859,0.848,0.911,0.946,0.949,0.986,0.997,0.993,1.018,0.988,1.005,1.036,1.025,1.024,1,1
1.033,1.019,0.675,0.677,0.785,0.819,0.831,0.841,0.86,0.838,0.861,0.851,0.854,0.879,0.884,0.889,1,1
1.032,1.034,1.039,1.042,1.044,1.045,1.047,1.048,1.05,1.049,1.051,1.052,1.053,1.054,1.054,1.055,1,1
1.06,1.038,0.609,0.629,0.697,0.796,0.879,0.965,0.987,0.97,0.926,0.779,0.782,0.899,0.99,0.985,1,1
1.06,1.038,0.609,0.629,0.697,0.796,0.879,0.965,0.987,0.97,0.926,0.779,0.782,0.899,0.99,0.985,1,1
1.023,1.026,0.759,0.781,0.813,0.883,0.935,0.977,0.996,0.998,1.019,1.006,1.018,1.055,1.008,1.011,1,1
1.023,1.026,0.759,0.781,0.813,0.883,0.935,0.977,0.996,0.998,1.019,1.006,1.018,1.055,1.008,1.011,1,1
1.035,1.016,0.543,0.507,0.607,0.705,0.705,0.738,0.735,0.634,0.672,0.657,0.664,0.671,0.701,0.752,1,1
1.035,1.016,0.543,0.507,0.607,0.705,0.705,0.738,0.735,0.634,0.672,0.657,0.664,0.671,0.701,0.752,1,1
1.035,1.016,0.543,0.507,0.607,0.705,0.705,0.738,0.735,0.634,0.672,0.657,0.664,0.671,0.701,0.752,1,1
0.982,0.977,0.524,0.544,0.578,0.846,0.786,0.803,0.804,0.633,0.742,0.606,0.608,0.597,0.742,0.743,1,1
